"vendor_id","product_id","name","full_name","default_settings"
1038,1360,,"Xai Laser",
1038,1300,,"Kinzu Optical",
1038,,,"Ikari Laser",
1038,,,"Ikari Optical",
1038,,,"Reaper Edge Gaming Mouse",
